Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,
"May-12

AM (Snatch + Mixed Midline)
3 Rounds
-8 Hip 90-90's
-8 Hip Extensions from Saddle
-8 Push-Up to Down-Dog
...
3 Rounds
-8 Squatting Sky Reach; kettlebell anchored
-5 Wall-Facing Squat Therapy; 4s lower
-8 Wtd PVC Passthrough 2.5-5lb
-5 Pressing Snatch Balance
+
A. Overhead Squat: Build to Heavy Triple
*RPE 8.5-9, no misses
B. 3-4 Sets: (rest 2:00)
-15 Calorie Ski @ 12-1300
-5 Snatch 175-185lb
*singles, ""own"" your positions
C. 3 Rounds @ 75-85% Effort
-500m Ski
-15 Overhead Squat 115lb
D. 10:00 BFR Ski @ 60% LOP
E. 10:00 Self-Directed Hip & Shoulder Mobility

PM (Run + Hanging Gymnastics)
5:00 Walk
*every 55s (+0:00): breath exhale hold until untolerable
5min Choice Dynamic Run Warm-Up
5min - Prep TTB
+
8 Rounds @ Cruise Pace
-250m Run
-6 TTB
...rest 3:00...
3 Rounds @ Strong Pace
-800m Run
-8 BMU
...rest 3:00...
1600m Run @ Smooth Pace / Zone 2-3
+
Hip Flexor Mobility Checklist","May-13

AM (Mixed Aerobic ft. Rate)
Move Through @ Cruise Pace
5:00 Ski
5:00 BikeErg
5:00 Row
+
3 Sets: (rest 3:00 b/t)
AMRAP 12:00 @ Cruise Pace
-500m BikeErg
-8 BBJO 24""
-250m RowErg
-10 Burpee over Parallette
-250m SkiErg
-12 Line-Facing Burpee 
*keep burpees methodical & ergs at steady / aerobic effort
*looking for moderate effort base building work
+
Move Through @ Cruise Pace
5:00 Row
5:00 BikeErg
5:00 Ski

PM (Hinging & Odd Object)
A. 3 Rounds
-12 Step-Up
-10 Banded Good AM
-6 Straight Leg Dead Bugs
+
B. Deadlift: Build to Heavy Triple
*RPE 8.5-9 / tough but submaximal
+
C. 2-2-2-3 Intervals (rest 60s b/t)
-30 Heavy / Drag DU
-2 LLRC
-Max Sandbag Clean; Remainder
*capped at 20 SB cleans
+
D. Weighted Shoulder Health Routine
E. Hip Flexor Mobility Checklist
F. Foam Roller Routine","May-14

AM (Overhead, Primary)
A. Jerk Warm-Up 2.0
B. EMOM 18-21:00
1) 3 Push Jerk; from the rack - 75-80%
2) AMRAP-1 sHSPU
3) Recovery BikeErg
C. Dual DB sPress (3-4 x AMRAP-1) 50-60/Hand
D. Banded Face Pulls (3 x 12-15)
E. Lu Raises (3 x 12-15)

PM
Prep as Needed
+
8 Rounds for Time
-40 Double Under
-14 Cal Row
-8/8 DB HC&J 50lb
*rounds 1-4: cruise pace (60-70%)
*rounds 5-6: tough pace (75-85%)
*rounds 7-8: hard pace (90+%)
+
15:00 Row @ Nasal Cap
10-15min Self-Directed Mobility","May-15

(Rest / Active Recovery)

At Any Point:
(i) 3 Rounds
-10 90-90 Hip Rotations
-10 Tabletop Glute Bridge
-10 Up-Dog to Down-Dog; 3s ea
(ii) Accumulate, as you see fit:
-3:00 Frog Stretch
-2:00 Couch Stretch / leg
-2:00 Elevated Cat Pose
(iii) 7:00 Supine Breathing @ 4080 Cadence","May-16

AM (Snatch, Overhead)
A. Snatch Warm-Up 3.0
*5min self-directed hip mobility after cyclical warm-up
B. Snatch with 2 pauses (5 x 1) RPE 5
*pause 1 = 2s @ the knee
*pause 2 = 2s @ the catch / ohs
C. Snatch + OHS (1+2) 5 Sets
*start at 70% of SN and build to RPE 8 / form-focused loading
D. WF HSPU (5 x 2) Build to tough double deficit
*start with hands at head level
E. Accumulate 15 kHSPU at ending deficit for ""D""
F. 30 DB Bench for Time @ 70/Hand
G. Banded Face Pulls (3 x 15)

PM (Mixed Aerobic ft. Run)
5min BikeErg
5min Dynamic Run Prep
x5: 30s Run, 30s Walk
Prep DB Stuff & WWs
+
For Time
-600m Run
-30 DB Squats 50/35’s
-5 Wall Walks
-600m Run
-20 DB Thrusters 50/35’s
-5 Wall Walks
-600m Run
-10 DB Clusters 50/35’s
-5 Wall Walks
-600m Run
+
10min Flush Bike
10min Self-Directed Mobility","May-17

AM
EMOM 6:00
1) 8/6 Calorie AirBike + Overhead Opener; on Rope (Remainder)
2) 30 Lateral Line Hops + Alt Lizards (Remainder)
+
3 Rounds
-5 Closed Fist Wrist CARs / direction
-15s Single Arm Supinated Wrist Stretch / side
-5 Quadruped Wrist Rocks with Lift off
+
[8:00 Clock]
BGO & BBGO Practice
*At 2,4,6,8 RC; from Seated
+
Rehearsal
-1 RC 12ft + 2 BGO + 2 BBGO + 10 Calories
+
""Cat Box""
6 Rounds (2:00 On, 1:00 Off)
-1 Rope Climb; from seated 12'
-2 Rope Climb 12'
-3 Hand-Release Box Get Over 40”
-4 Burpee Box Get Over 40”
-Max AirBike Calories
*score is total reps, including buy-in
+
7:00 BFR Ski @ 60% LOP
*zone 2 target HR
+
EMOM 10:00: 
1 Cindy Round @ Methodical Cadence
*vest optional
+
7:00 BFR Ski @ 60% LOP
*zone 2 target HR","May-18

(Rest / Active Recovery)

At Any Point:
(i) 3 Rounds
-10 90-90 Hip Rotations
-10 Tabletop Glute Bridge
-10 Up-Dog to Down-Dog; 3s ea
(ii) Accumulate, as you see fit:
-3:00 Frog Stretch
-2:00 Couch Stretch / leg
-2:00 Elevated Cat Pose
(iii) 7:00 Supine Breathing @ 4080 Cadence",Averages
0,,,,,,,0
0,,,,,,,0
,Wasn't planning to do this one when I did. So forgot my drag rope. Did 50 DUs instead. May have not fully captured the intended stimulus.,2:15-2:25-2:22-2:25-2:23-2:20-2:16-2:05 (18:34),,I read these as double DB snatches. Must've confused it with next week's. 20:31. Really challenging one to keep pacing consistent.,,,
,,,,,,,
"May-5

(Snatch)
3 Rounds
-8 Hip 90-90's
-8 Hip Extensions from Saddle
-8 Push-Up to Down-Dog
...
3 Rounds
-8 Squatting Sky Reach; kettlebell anchored
*toes on edge of box / bench, hand reaching past feet
-30s T-Spine Opener
-5 DB Pullover; 4s lower - 15lb - feet up
-8 Z-Press; light to mod
+
A1. Wall-Facing Squat Therapy (5 x 5) @ 41x1
A2. PVC Passthrough (5 x 7-10) 2.5lb
B. Pressing Snatch Balance (3 x 5) empty bar
C. 1 Snatch Balance + 3 OHS (5 Sets)
*start at 95lb and build aggressively to RPE 8 for final set
D. E3M x 4 Sets:
*sets 1&3:
-250m Ski @ Cruise Pace
-5 Snatch 155; singles
*sets 2&4:
-250m Row @ Cruise Pace
-5 OHS 155; no rack
E. 3 Rounds
-250m Ski @ Cruise
-250m Row @ Cruise
-5 Snatch High Pull Singles 215lb
-Rest 60s-
F. 3 Rounds
-250m Ski @ Cruise
-250m Row @ Cruise

(Overhead 1)
A. E90s x 5 Sets: 5s Iso Strict Press*; Max Effort + 5 HSPU**
*min 1-3: at Hairline
*min 4-6: 1-2"" Below Hairline
**2 strict, 3 kipping
B. Accumulate 50 kHSPU; for quality
C. DB Lateral Raise (3 Tough Sets) 20/hand
*this is expected to be tough / lower rep range work

(Long MetCon 2)
EMOM 24:00
1) Recovery Echo
2) 5 RMU
3) Recovery Echo
4) 5 Sandbag Clean 150lb
5) Recovery Echo
6) 25ft HSW
+
Wtd Shoulder Health Routine","May-6

(Single Session Day)

10:00 Echo @ Easy Pace
*OTM: 10s Fast
+
[5min Clock]
Rope Climb; from Seated
*see attached demo video
+
A. 3 Sets: (rest 1:1 b/t)
-2 LLRC
-15 Line-Facing Burpee
-2 Rope Climb
+
B. 3 Sets: (rest 1:1 b/t)
-400m Run
-15 BBJO 24""
-2 Rope Climbs
+
C. Until 5k Mileage is Accumulated
-5:00 Easy Jog
-5:00 Walk
+
10min AB Flush
10min Hip-Centric Mobility","May-7

AM (Clean & Jerk + Pressing)
A. Jerk Warm-Up 1.0
B1. PJ* + SJ** (5 Sets) Build to RPE 5-6
*pause 1s in dip
*pause 1s in catch
B2. T-Spine Opener (5 x 20s)
C. E90s x 5-7 Sets: 2 Push Jerks
*start at 135 and build to RPE 6-7
D. Power Clean + Hang Squat Clean + Split Jerk: Build to RPE 8
*no grindy reps - keep it snappy & clean
E. Deadlift (3,2,1) RPE 7-8-9
*perform as singles, dropping from the top
F. For Time // 12-9-6-3
-sHSPU
-DB Bench Press 70's
G. 3 Rounds; Flush Pace
-2:00 Ski
-2:00 BikeErg
-2:00 Choice Shoulder Mobility

PM (Aerobic Support)
(Aerobic Support)
10:00 BFR Ski @ Zone 2
*60% LOP / Pressure
+
2 Rounds @ 70% Effort
-1k Row
-25 Wall Balls
-1k Row
-100 Double Unders
+
10:00 BFR Ski @ Zone 2
*60% LOP / Pressure
+
Shoulder Mobility Checklist","May-8

(Rest / Active Recovery)

Upon Wake-Up:
Walking Apnea Routine
*see routines tab, far right column

At Any Point:
(i) 3 Rounds
-10 90-90 Hip Rotations
-10 Tabletop Glute Bridge
-10 Up-Dog to Down-Dog; 3s ea
(ii) Accumulate, as you see fit:
-3:00 Frog Stretch
-2:00 Couch Stretch / leg
-2:00 Elevated Cat Pose
(iii) 7:00 Supine Breathing @ 4080 Cadence","May-9

(Clean & Jerk, Squat Support)
A. Choice C&J W/U
B. EMOM 8:00
1) 5s FS Hold; 3"" from rock bottom 135lb
2) 3 Squatting Box Jumps 30""
C. Back Squat (3 x 3) 275 @ 40x1
D. 4 Sets: 
-5 Dual KB Front Squat 70's
-50ft Dual KB FR Carry 70's
E. 4 Sets: (rest 1:1)
-500m Row @ 3-5k Pace
-10 Thrusters 135lb

(Overhead 3)
A. E2M x 5 Sets: 4 Push Press; 3s lower
*85-90% of Strict Press
+
B. Row 3k @ 5k Pace
*every 500m, get off and perform 6 BBJO 24""
*relaxed transitions to and from rower

(Run 2)
3min AB; building
5min Choice Dynamic Run Prep
x3: 60s Stride, 60s Walk
+
AMRAP 30:00 @ Zone 2 --> 3
-200m Run
-200m Ski
-400m C2 Bike
*make this relaxing / enjoyable

(Interval 2)
3 Sets: (rest 3-4min b/t)
-1:00 Echo Calories
-1:00 TTB
-1:00 Burpee Pull-Ups
-1:00 TTB
-1:00 Echo Calories
*match ttb breaks / sets on first and second of each set
*keep echo cals around the same in front and back half
+
10min AB Flush
Wtd Shoulder Health Routine","May-10

[25:00 Clock]
3 Rounds @ Warm-Up Pace
-1:30 AirBike
-1:00 Row
-0:30 Speed Steps
...
Choice Jump Rope Skill Practice, remainder
*during rest...
-Measure 18"" Above Your Reach & Mark It
-Tape a line for your Cleared Box Jump Overs
+
A1. Shuttle Run (3 x 3) 2x25ft=1
*60-75-85% speed
A2. Push Jerk + Split Jerk (3 x 2 complexes) light
A3. Elevated Cat Pose (3 x 20s)
B. Every 2:30 x 5 Sets:
-4 Burpee Box Clear Overs 24/20""
-2 STO; from the rack; build to heavy
C. Every 2:30 x 5 Sets:
-4 BBJO 24/20""
-1.1.1 Power Snatch; build to heavy
D1. Bench Press (5 x 3) build to wko wt
*scale to a weight you can complete unbroken every set
D2. Burpee to 18"" Target (5 x 2) 
E. 2 Sets: (Complete Each AFAP)
*one time with relaxed transitions
*one time whole rehearsal AFAP
-2 Box Clear Overs 24/20""
-2 Bench Press 205/125lb
-2 Shuttle Run (2x25ft=1)
-2 HSPU; 7/3.5"" Deficit
-2 Burpee to 18"" Target
+
""Glut 2.0""
Every 5:00 x 5 Sets:
-5 Box Clear Overs 24""
-5 Bench Press 185
-5 Shuttle Run (2x25ft=1)
-5 HSPU; 6"" Deficit
-5 Burpee to 18"" Target
*score is combined time
+
AMRAP 10:00: Legless Rope Climbs (Test)
*note total # of reps & height of rope
+
E2M x 6 Sets: 
-20s AirBike Sprint @ Max Effort
...
Continue riding at flush pace, until 20:00 mark
+
2:00 BB Collar Quad Smash / side
2:00 Couch Stretch / side","May-11

(Rest / Active Recovery)

At Any Point:
(i) 3 Rounds
-10 Hurdler Step-Over
-8 Bend & Bow
-6 Hip AirPlane / side
(ii) 3 Rounds
-10 Calf Raise in Bottom of Squat
-3/3 Quadruped Hip CARs
(iii) 3 Rounds
-10 Assisted Pogo Hops; light & easy
-5/5 Standing Knee Extensions
-5/5 Hip Flexor to Hamstring Stretch Oscillations",Averages
0,,,,,,,0
0,,,,,,,0
"Did A-F on Tuesday

Did B (overhead) on Saturday (7-6-5-4-3 x 2 -- :05 rest after first set, :20 rest after second set -- 3:42 total)","Warmup on Saturday: 134 Cals

Did A on Sunday 1:16-1:24-1:33",Did F on Friday 13:08 (2:53-3:55-3:11-3:09 splits). Got savagely difficult to do a HSPU,"Did class Thursday
10 min build to 1RM strict press (185 --15# PR)
5 RFT (:60 rest between rounds)
3 WWs
5 Thrusters @ 135
10 BBJOs (24"")
15 Cal Echo Bike
2:24-2:41-2:43-3:10-3:26
Tough workout--lost a couple steps on the bike the last two rounds, and BBJO the last round)",,"B. 215-230-245-260-270 (1)
C. 155-165-175-185-195
D. 135-155-175-190-205
Glut 2.0 1:49-1:42-1:43-1:42-1:39 (8:35)
Did 12 LLRC for time (5:35)

Did Bike sprints on Sunday (19-18-18-16-15-17 -- 103 total)",,
,,,,,,,
"April-28

(Snatch)
3 Rounds
-8 Hip 90-90's
-8 Hip Extensions from Saddle
-8 Push-Up to Down-Dog
...
3 Rounds
-8 Squatting Sky Reach; kettlebell anchored
*toes on edge of box / bench, hand reaching past feet
-30s T-Spine Opener
-5 DB Pullover; 4s lower - 15lb - feet up
-8 Z-Press; light to mod
+
A. 5min Empty BB Prep
B. Pressing Snatch Balance (3 x 5) 
*empty bar --> 95lb
*pause 1s in bottom of OHS and sink as low as you can
C. Power Snatch + Low Hang Squat Snatch (4 Sets)
*build to RPE 6
*move feet into wider catching stance for both reps
D. Squat Snatch Density
3 Sets: 
-6-4-2 Squat Snatch Singles; by set
*start at 155 and build each set, ending heavy
*for time, but goal is clean makes over rushing your rest

(Squat Primary)
A. Front Squat (4,3,2,1,1,1) RPE 6,7,7,8,9,10
B. Back Squat (2 x 7-10) 65-70% of top FS single
C. Glute Ham Raise (3 x 4-6) 3s lower

(Overhead 1)
A. E90s x 5 Sets: 5s Iso Strict Press*; Max Effort + 5 HSPU**
*min 1-3: at Hairline
*min 4-6: 1-2"" Below Hairline
**2 strict, 3 kipping
B. kHSPU; on DB Handles (5 x AMRAP-1)
*50-70lb DBs, head to floor
C. BTN Floating sPress (5 x 5)
*hands slightly wider than normal sPress grip
*lower bar behind the head, but not all the way to the shoulders
*looking for moderately challenging working sets here

(Long MetCon 2)
AMRAP 16:00
-8 Burpee over DB
-8 DB Hang Snatch 50lb
-8 Box Jump 24""
-8 Goblet Step Back Lunge 50lb
*compare to 3.24.25
*review video & plan retest strategy prior
+
Banded Shoulder Health Routine","April-29

(Run 1 - Deload)
A. Supine Ankle CARs (2 x 10 / leg)
*set 1, clockwise
*set 2, counterclockwise
B. Banded Arch Raise (2 x 12 / foot)
*perform without shoes
C. Patrick Step-Up (2 x 8ea)
D. Sorenson Hold (2 x 30s)
+
ZOAR Run Warm-Up
800m Run @ Cruise Pace
+
3 x 100m Stride
*brisk walk back as rest
+
4 Rounds (16:00)
-1:00 Run @ Moderate, Nasal
-1:00 Run @ 5k Pace / Effort
-1:00 Run @ Mile Pace / Effort
-1:00 Walk; as Rest
+
Calf Stretch (3 x 0:30ea)

(Interval 1)
[15:00 Clock]
-1 Mile AirBike @ Cruise Pace
-AMRAP-1 Unbroken CTB
*note reps / set

(Short MetCon)
For Time @ High Effort
3 LLRC
15 DB Thruster 50/Hand
6 RC
21 DB Thruster 40/Hand
...rest 6-8min...
For Time @ High Effort
-20 DB Snatch 70lb
-10 Cal Echo
-30 DB Snatch 60lb
-10 Cal Echo
-40 DB Snatch 50lb
-10 Cal Echo
+
10min AB Flush
Foam Roller Routine","April-23

(Overhead 2)
A. Jerk Warm-Up 1.0
B1. PJ* + SJ** (5 Sets) Build to RPE 5-6
*pause 1s in dip
*pause 1s in catch
B2. T-Spine Opener (5 x 20s)
C. EMOM 8:00: PJ + PJ + SJ 78-83% of Jerk
*your best postions on the jerks
D. Clean High Pull (3 x 3) 103%
E. 3 x 1:00 Max Complexes
-Wall Walk + WF HSPU
*rest 3min b/t
F. Bench Press (5 x 5) build to RPE 8.5
G. Banded Tricep Ext (3 x ~20) heavy

(Long MetCon 1)
2 Sets: (rest 5-8min b/t)
For Time @ 85% Effort
60 Cal Row
50 Heavy Double Under
40 Wall Ball
30 Burpee over Parallette

(Aerobic Support)
10-15:00 BFR Ski @ Zone 2
*60% LOP / Pressure
+
Shoulder Mobility Checklist","May-1

(Low Session)
*moving the run work to today so you can give the echo piece a good go
*will start new cycle next week so it will feel like a back-off in training intensity / deload

(Run 2)
3min AB; building
5min Choice Dynamic Run Prep
x3: 60s Stride, 60s Walk
+
35:00 Run @ Easy Pace
*goal is low rpe, make this relaxing / enjoyable
*don't worry much about HR, but somewhere around zone 2
+
[Post-Running Mvmt Work]
(i) 3 Rounds
-10 90-90 Hip Rotations
-10 Tabletop Glute Bridge
-10 Up-Dog to Down-Dog; 3s ea
(ii) Accumulate, as you see fit:
-3:00 Frog Stretch
-2:00 Couch Stretch / leg
-2:00 Elevated Cat Pose
(iii) 7:00 Supine Breathing @ 4080 Cadence","May-2

(Clean & Jerk)
A. Choice C&J W/U
B. EMOM 8:00
1) 5s FS Hold; 3"" from rock bottom 135lb
2) 3 Squatting Box Jumps 30""
C. [10:00 Clock]
15 BBJO 30""
15 Thrusters 135lb
...
Find Heavy Clean; Remainder

(Squat Support)
A. Back Squat (4 x 5) RPE 6
B. Goblet Cyclist Squat (4 x 8-12) RPE 6-7

(Overhead 3)
A. 8min: Find Heavy Deadstop Strict Press Double
*then 2 x AMRAP-1 @ 85% of that (still deadstop reps)
B. 3-4 Sets: (rest 3:00 b/t)
-500m Row
-10 sHSPU
-10 Deadlift 315lb

(Interval 2)
EMOM 4:00
-30s AirBike @ 66-68-70-72 RPMs
*spin easy, remainder
+
Prep BMU
+
3 Sets: (rest 90s b/t)
-5 Cal AB; strong
-5 BMU
-5 Cal AB; strong
+
For Time
-30 Cal AB
-30 BMU
-30 Cal AB
+
10-15:00 @ Zone 2 Avg. 
2-3min Quad Smash with BB Colllar / side
Accumulate 60s Single Arm Hang / side, with band assist
2min Banded Lat Stretch / side","May-3

2-3 Rounds
-1:30 AirBike
-1:30 Row
+
2-3 Rounds
-8 Seal Push-Ups
-8 Tabletop Glute Bridge
-8 BB RDL; empty bar
-8 Lateral Bar Hops; empty bar
-8 PVC Passthroughs
+
Collect 5 complexes with the empty bar
+
Every 2:00 x 8 Sets:
-Power Snatch + Hang Squat Snatch + OHS
*start moderate, end heavy
+
2-3 Rounds
-4 Bar-Facing Burpees
-4 Deadlifts; Bar 1
-4 Box Jump Over; Height 1
+
""A-Scent""
For Time (20:00 Cap)
9-15-21
-Bar-Facing Burpee
-Deadlift 195/125lb
-Box Jump Over 24/20""
...
6-9-12
-Bench Press 195/125lb
-Deadlift 335/215lb
-Box Jump Over 40/33""
+
4 Rounds
-20 Hip Extension on GHD
-10 Strict Pull-Ups
-5 Sandbag Cleans 150lb
+
[Extra Credit]
4 Rounds
-8 Patrick Step-Up / leg
-8 Side-Lying External Rotations / side
+
10-15:00 BFR Ski @ Zone 2
*60% LOP / Pressure","May-4

(Rest / Active Recovery)

At Any Point:
(i) 3 Rounds
-10 Hurdler Step-Over
-8 Bend & Bow
-6 Hip AirPlane / side
(ii) 3 Rounds
-10 Calf Raise in Bottom of Squat
-3/3 Quadruped Hip CARs
(iii) 3 Rounds
-10 Assisted Pogo Hops; light & easy
-5/5 Standing Knee Extensions
-5/5 Hip Flexor to Hamstring Stretch Oscillations",Averages
0,,,,,,,0
0,,,,,,,0
"11 reps, capped at 10:00 (155-185-215) / 205-240-275-305-325 / 225 (2x10)","4 Rds + .78 miles (20-20-20-21) / 4:22 - 6:59 (no 40s, used 35s)",225 / 295 / 5-5-5 / 185-190-195-200-205 / 7:33 -7:53 (those burpees were just awful),,,,,
,,,,,,,
"April-21

(Snatch)
3 Rounds
-8 Hip 90-90's
-8 Hip Extensions from Saddle
-8 Push-Up to Down-Dog
...
3 Rounds
-8 Squatting Sky Reach; kettlebell anchored
*toes on edge of box / bench, hand reaching past feet
-30s T-Spine Opener
-5 DB Pullover; 4s lower - 15lb - feet up
-8 Z-Press; light to mod
+
A. 5min Empty BB Prep
B. Pressing Snatch Balance (3 x 5) 
*empty bar --> 95lb
*pause 1s in bottom of OHS and sink as low as you can
C. Power Snatch + Low Hang Squat Snatch (4 Sets)
*build to RPE 6
*move feet into wider catching stance for both reps
D. Squat Snatch Density
3 Sets: 
-8-6-4 Squat Snatch Singles; by set
*start at 155 and build each set, ending heavy
*for time, but goal is clean makes over rushing your rest

(Squat Primary)
A. Front Squat (4,3,2,1,1,1) RPE 6,7,7,8,9,10
B. Back Squat (2 x 7-10) 65-70% of top FS single
C. Glute Ham Raise (3 x 4-6) 3s lower

(Overhead 1)
A. EMOM 6:00: 4s Iso Strict Press + 3 kHSPU
*min 1-3: at Hairline
*min 4-6: 1-2"" Below Hairline
B. kHSPU; on DB Handles (4 x AMRAP-1)
*50-70lb DBs, head to floor
C. BTN Floating sPress (5 x 6-8)
*hands slightly wider than normal sPress grip
*lower bar behind the head, but not all the way to the shoulders
*looking for moderately challenging working sets here

(Long MetCon 2)
10 Sets: (rest 60s b/t)
-8 Line-Facing Burpee
-8 DB Snatch 50lb
-8 Box Jump Over, Step Down 24""
-8 DB Back Rack Lunge Steps 50lb
*highest repeatable pace
+
D. Lu Raises (3 x 15-20) 15/Hand
E. Banded Face Pull (2 x 15-20)
F. Banded Shoulder Health Routine","April-22

(Run 1)
500m Row
5min Choice Calisthenics
x3: 60s Stride, 60s Walk
+
E10M x 3-4 Sets:
-1 Mile Run @ Zone 4
*don't look at HR the first 2 min of each interval
+
1min Backwards Walk
1min Forwards Walk
1min Backwards Walk
1min Forwards Walk
1min Backwards Walk
Hip Flexor Mobility Checklist

(Interval 1)
6 Sets: (rest 1:1)
-14 Cal Ski @ Strong Pace
-14 DB Snatch 50lb
-AMRAP-1 CTB
*note reps / set

(Short MetCon)
E10M x 2 Sets:
*set 1: 
For Time
-30 Cal AirBike
-30 Snatch 115lb
*set 2:
For Time
-30 Cal AirBike
-30 Thruster 115lb 
+
10min AB Flush
Foam Roller Routine","April-23

(Overhead 2)
A. Jerk Warm-Up 1.0
B1. PJ* + SJ** (5 Sets) Build to RPE 5-6
*pause 1s in dip
*pause 1s in catch
B2. T-Spine Opener (5 x 20s)
C. BTN SJ + SJ (6 Sets)
*build to RPE 8-8.5
D. EMOM 8:00: PC + PJ + SJ 80% of Jerk
*your best postions on the jerk
E. Clean High Pull (3 x 3) 100%
F. E2M x 5 Sets:
-AMRAP-1 WF HSPU
F. Banded Tricep Ext (2 x 30-40)

(Long MetCon 1)
[Deload]
EMOM 20:00
1) 25ft HSW
2) 15-25 Drag / Heavy DU
3) 5-7 RMU
4) 15 GHD

(Aerobic Support)
3k Ski @ Zone 2
+
Shoulder Mobility Checklist","April-24

(Rest / Active Recovery)

At Any Point:
(i) 3 Rounds
-10 90-90 Hip Rotations
-10 Tabletop Glute Bridge
-10 Up-Dog to Down-Dog; 3s ea
(ii) Accumulate, as you see fit:
-3:00 Frog Stretch
-2:00 Couch Stretch / leg
-2:00 Elevated Cat Pose
(iii) 7:00 Supine Breathing @ 4080 Cadence","April-25

(Clean & Jerk)
A. Choice C&J W/U
B. E90s x 8 Sets:
-Cluster + Push Press + Push Jerk + Split Jerk
*start at 135 and build to tough complex for the day

(Squat Support)
A. Front Squat (5 x 4)
*pause rep 1 of each set
*RPE 4-5-6-6-7
B. Front Rack Reverse Lunge (3 x 8/8) 
*RPE 6-7

(Overhead 3)
A. 8min: Find Heavy sPress Single
*then 2 x AMRAP-1 @ 80% of that
B. For Time
-500m Ski
-10 sHSPU
-500m Row
-10 sHSPU
-1000m BikeErg
-10 sHSPU
C1. Z-Press (3 x 10-12) 25-30/Hand
C2. Banded Face Pulls (3 x 10-12) 2s return 

(Run 2)
3min AB; building
5min Choice Dynamic Run Prep
x3: 60s Stride, 60s Walk
+
30:00 Run @ Easy Pace
*goal is low rpe, make this relaxing / enjoyable
*don't worry much about HR, but somewhere around zone 2

(Interval 2)
E6M x 4 Sets:
For ""Max"" Reps
-2:00 BikeErg Calories
-1:30 GHD Sit-Ups
-1:00 Bar Muscle-Up
*looking for repeatable sets / breaks across
*building both local & systemic fatigue prior to the MUs
+
10min AB Flush
Wtd Shoulder Health Routine","April-26

5 minute aerobic work of your choice
+
3 rounds:
-30 second Barbell + foam roller overhead squat stretch
-10 band pull apart
-10 Assisted Cossack Squats
-30 single under
-20 second calf stretch per side
+
2 rounds of empty barbell warm-up:
-5 Hang Snatch Pull
-5 Hang muscle snatch
-5 Hang power snatch
-5 Behind the neck push press
-5 OHS
-5 Snatch pulls
-5 Power snatch
-5 Squat Snatch
+
Practice snatch and build in weight to your working weight. While building in weight, practice a couple of double unders between snatch sets.
+
""Simple & Repeatable""
AMRAP 9:00
-1...2...3... Squat Snatch 155/105lb
*40 Double Unders after each set
+
A. Seated DB External Rotation (3 x 8/8) 8-15lb
B. Straight Arm Lat Pull Down; Band + PVC (3 x 12-15) 3s return
C. Accumulate 90s in Chin-over-Bar Hold
+
4 Sets: (rest 3:00 on AirBike b/t)
AMRAP 4:00 
Buy-In: 20/15 Row Calories
-3 Wall Walk
-50 Double Under
-7 BBJO 24/20""
+
A. Banded Face Pulls (2 x 12) 3s return
B. Bulgarian Ring Rows (3 x 8-12) 
C. Accumulate 90s in Chin-over-Bar Hold
+
[extra credit]
15:00 Run @ Zone 2-3; Nasal
Hip Flexor Mobility Checklist","April-27

(Rest / Active Recovery)

At Any Point:
(i) 3 Rounds
-10 Hurdler Step-Over
-8 Bend & Bow
-6 Hip AirPlane / side
(ii) 3 Rounds
-10 Calf Raise in Bottom of Squat
-3/3 Quadruped Hip CARs
(iii) 3 Rounds
-10 Assisted Pogo Hops; light & easy
-5/5 Standing Knee Extensions
-5/5 Hip Flexor to Hamstring Stretch Oscillations",Averages
6,,,,,,,6
,,,,,,,
6:45 (155-175-195) / 95 / 1:15-1:13-1:11-1:13-1:15-1:16-1:16-1:16-1:15-1:14,7:00 / 7:51 (accidentally went too far--wasn't looking at my monitor. Probably another 7:00 mile) / 7:00) / 1:48-1:45-1:42-1:46-1:49-1:51 -- 18-15-15-15-15-15 / did NOT do that metcon,195-205-215-225-235-245 (1 fail) / 230 / 7-6-6-6-6 / 6 RMU across,,"135--145-155-170-185-195-205-220 / 135-170-205-205-240 / 11:53 (failed first HSPU rep, so went to 2"" riser for 1st round, down to 1"" for 2nd round, and did last round Rx) / 6,200 M (7:45 pace) HR was considerably higher than asked, but hard for me to run much slower on the Runner / 35-35-35-34 bike erg -- 35-35-30-20 GHD -- 10-10-10-11 BMU","6+6 / did 3 rounds, not 4: 1+39, 1+37, 1+53",,
